"linha_original_aproximada","Nome da Música","Artista","Gênero Musical","Letra da Música","genero_filtrado"
"74672","tente se virar","grupo disfarce","pagode","sei que foi bom até aqui
agora não tô mais afim
não  já não tô mais nem aí
o lance agora é zoar
quero me divertir  sair pra curtir
o seu nome eu quero deletar
do meu coração pra me libertar
vou fugir de vez dessa prisão   x 
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim  se
virar sem mim 
 bonde da stronda 
se vira 
tudo que eu quero é me livrar dessa situação
sei que esse história é passageira  sei que foi em
vão
o que fazer pra você me deixar  
não quero esculaxar  mas será tem que ser assim  
se joguei fora tudo que vivi  eu não prometi te dar
essa moral
se for chorar não quero nem saber  so quero te
esquecer
dessa vez você se deu mal 
sei que foi bom até aqui
agora não tô mais afim
não  já não tô mais nem aí
o lance agora é zoar
quero me divertir  sair pra curtir
o seu nome eu quero deletar
do meu coração pra me libertar
vou fugir de vez dessa prisão
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim
dá o fora que eu arrumo outra e não precisa mais
voltar
não demora  pode ir agora tente se virar sem mim
se virar sem mim 
by  jacy vasconcellos","pagode"
"74673","sintomas de amor","grupo disfarce","pagode","te confesso é mais que emoção
nossos olhos denunciam o coração
frases prontas se embaraçam
e o meu rosto até perde a cor 
olha eu tô desconfiando
é sintoma de amor
só que eu não sou vacinado
eu te peço agora  por favor
cuida do meu sentimento
eu tive medo de me apaixonar
e de repente  aconteceu
e algo me diz
que eu vou te amar
é você que eu sempre sonhei
foi você que eu sempre esperei
sem querer te encontrei
no momento em que eu mais precisei
me proíbo de te esquecer
eu não posso jamais te perder
sem você  eu não sei
se eu vou suportar tanta dor
eu preciso viver esse amor","pagode"
"74674","suposto namorado","grupo disfarce","pagode","que vou fazer do meu viver
sem ter você não pode ser
imaginar quem pode estar no meu lugar
madrugada não tem hora pra acabar
eu sei que sem você vai ser assim até o fim
e eu não vou me acostumar a te olhar
como uma amiga que eu não posso mais beijar
e te olhar com outros olhos não agüento
tô sofrendo demais
falta coragem pra botar no pensamento
que você não quer mais
e quando eu ligo pra te ouvir do outro lado
eu ouço a voz do teu suposto namorado
que já atende o telefone em seu lugar
mas ninguém vai te amar muito mais do que eu
mas ninguém vai tocar em você como eu
mas ninguém sabe o jeito de te arrepiar
ele pode tentar mas não dá
foi só eu que nasci pra te amar","pagode"
"74675","te ver","grupo disfarce","pagode","te ver e não te querer
é improvável  é impossível
te ter e ter que esquecer
é insuportável  é dor incrível
é como mergulhar num rio e não se molhar
é como não morrer de frio no gelo polar
é ter o estômago vazio e não almoçar
é ver o céu se abrir no estio e não se animar
te ver e não te querer
é improvável  é impossível
te ter e ter que esquecer
é insuportável  é dor incrível
é como esperar o prato e não salivar
sentir apertar o sapato e não descalçar
é ver alguém feliz de fato sem alguém pra amar
é como procurar no mato estrela do mar
te ver e não te querer
é improvável  é impossível
te ter e ter que esquecer
é insuportável  é dor incrível
é como não sentir calor em cuiabá
ou como no arpoador não ver o mar
é como não morrer de raiva com a política
ignorar que a tarde vai vadia e mitica
é como ver televisão e não dormir
ver um bichano pelo chão e não sorrir
é como não provar o nectar de um lindo amor
depois que o coração detecta a mais fina flor
te ver e não te querer
é improvável  é impossível
te ter e ter que esquecer
é insuportável  é dor incrível","pagode"
"74676","solução","grupo disfarce","pagode","reconheço que errei
mandei mal com o nosso amor
me sentia como um rei
quase não te dei valor
e hoje sem os teus carinhos
sem tua luz pra me guiar
eu me sinto tão sozinho
quero tanto consertar
eu cansei de te falar
precisamos conversar
você nunca quis saber
decidi por te esquecer
não tem mais os meus carinhos
só nos resta recordar
bons momentos bem juntinhos
tão difíceis de voltar
tentei encontrar
alguém por aí
não consigo mais ficar por ficar
só o teu amor
me fez descobrir
todo verdadeiro dom de amar
eu só vejo uma solução
não foge mais de mim
obedeça ao seu coração
que nunca amou assim
eu só vejo uma solução
a gente ser feliz
ser feliz
eu cansei de te falar
precisamos conversar
você nunca quis saber
decidi por te esquecer
eu hoje sem os teus carinhos
sem tua luz pra me guiar
eu me sinto tão sozinho
quero tanto consertar
tentei encontrar
alguém por aí
não consigo mais ficar por ficar
só o teu amor me fez descobrir
todo verdadeiro dom de amar","pagode"
"74677","tô indo nessa","grupo disfarce","pagode","quer machucar meu coração
e eu inocete nem caí na real
é melhor então a gente parar
porque assim não tá legal
no começo eu fui feliz e sei que você também
nunca tive tanta afinidade assim com alguém
eu não sei o que mudou não consigo te agradar
e ficar assim pra mim não dá
tó indo nessa
não tem volta eu já me decidi
eu mereço alguém que goste de mim
como eu sou
e quando o amor acaba é melhor não insistir
pra não jogar fora tudo que a gente passou ","pagode"
"74678","pra você voltar","grupo disfarce","pagode","eu vou deixar a cama bagunçada
e as roupas pelo chão talvez isso me traga sorte
pra você voltar
pois o que rolou na noite passada pra mim não
foi só divesão foi sentimento verdadeiro
mais pra você foi passageiro
fiz tudo direito pra te agradar sozinho baixinho
durante o jantar e de sobremesa estrelas no ar
um lindo convite pra gente se amar
foi demais  ouvir o teu sussurro de prazer
pediu mais  e disse que não ia me esquecer
nunca mais voei pro paraiso com você
foi demais  mais você só queria uma aventura fugaz
pra você pouco importa se eu sofrer tanto faz
nem liga pro que vai acontecer
by  lu morato
xd  ","pagode"
"74679","pra namorar","grupo disfarce","pagode","eu tô ligado
já faz um tempo
você quer namorar comigo
mas tô curtindo
eu tô em outra
não tô querendo compromisso
eu tô na fase de tirar onda
e ainda não consigo ser fiel
maturidade ta me faltando
pra te amar e te levar pro céu
se for pra namorar não quero vacilar
não vou ficar de brincadeira
pode acreditar quando acontecer
vai ser alguém pra vida inteira
eu vou querer ligar
eu vou querer saber
aonde está a toda hora
mas eu sou assim
se depender de mim
pra me amarrar ainda demora
só de pensar em ficar com você
fico sem jeito da calafrio
ainda tenho muito que aprender","pagode"
"74680","peraí","grupo disfarce","pagode","peraí
enquanto isso escute o meu cd
peraí
afaixa dois eu fiz só pra você
peraí
tem uma frase que você não se ligou
peraí
o nosso lance tem tudo de bom
peraí
aumente o rádio  curte o nosso som
peraí
eu to voltando pra te amar e vai ser show
tô te ligando pra dizer
que hoje não dá pra te encontrar
mas depois do show acontecer
juro que eu ligo pra você
não desligue o celular
sei que é difícil não sofrer
se estou distante de você
mas em cada rosto  em cada olhar
procuro te ver  imaginar
que eu to voltando pra casa","pagode"
"74681","pela rádio","grupo disfarce","pagode","seu locutor  ela não quer mais voltar
pegou as coisas  foi embora e não atende o celular
onde ela está  fiz de tudo pra encontrar
por isso eu liguei pra rádio pra você me ajudar
seu locutor  esse amor não vai passar
sei que vai me ajudar  eu preciso tanto dela
seu locutor  agora ela vai me escutar
fiz uma canção de amor e vou me declarar
eu te amo  três palavras para resumir
eu te amo  pela rádio você vai me ouvir
eu te amo tanto  tanto    vem me encontrar
te amo e só quero te amar","pagode"
"74682","sem perceber","grupo disfarce","pagode","me peguei juntando as partes da nossa união
que se quebrou por falta de compreensão
mesmo sabendo que era um falso amor
eu me dediquei e você nem notou
eu sei que eu fui um fraco em te querer
me apego muito fácil  mas eu sou assim
e sei também que um dia  eu hei de aprender
gostar de quem gosta de mim
sem perceber  eu me envolvi
por inteiro nesse amor
e esse amor sem perceber
me deixou na solidão
e a solidão quer machucar
meu pobre coração
eu me envolvi sem perceber
e agora  meu amor ","pagode"
"74683","segue sua vida","grupo disfarce","pagode","fim de mais um sonho de amor
novamente sofro da dor
me entreguei a quem não merecia outra vez
fim da nossa história de amor
fui feliz enquanto durou
descobri todas suas mentiras
vou me refazer de novo
todo tempo que perdi
vou sair vou curtir voltar pra madrugada
tentei mudar não deu em nada
vou sair vou curtir voltar pra madrugada
tentei mudar não deu em nada
segue sua vida que eu vou seguir a minha
ninguem me segura que eu vou perder a linha
segue sua vida que eu vou cantar pra esquecer
que esse amor doeu
láláláia lálá láia
lálálálálálá
la laia laia laia
lá laia laiala","pagode"
"74684","outros ideais","grupo disfarce","pagode","eu entendo que você se sinta assim
parece fácil pra você mas olha aqui
não e bem assim  é ruim pra mim
pare pra pensar
minha vida tão corrida muito o que fazer
sua família sempre preocupada com você
não somos iguais  outros ideais
não tem como esconder
no futuro pode ser que a gente se dê bem
ou então sei lá você encontre alguém
só desejo que você seja feliz
só o tempo irá mostra o que o destino quis
se valeu a pena
você vai se acostumar  você vai compreender
essa atitude que eu tomei
tudo isso vai mudar  essa fase vai passar
mas há males que vem para o bem
se por acaso te encontrar  nosso coração falar
a gente se acerta e vai além
são coisas que o tempo irá mostrar
são coisas que o tempo   ","pagode"
"74685","o amor se intrometeu","grupo disfarce","pagode","se eu tivesse o dom de ler o futuro e prever você  
mudaria o meu destino   só pra não te conhecer  
se eu pudesse interditar o caminho que te trouxe aqui  
seria mais fácil não te amar do que me ver sem ti  
sei que é proibido te querer   o que posso fazer  
se eu me apaixonei na hora errada por você  
outros lábios tocam os meus   outro prova os beijos seus  
o amor se intrometeu 
como é que eu faço pra deitar com ela e não querer você
se eu te imagino aqui   na hora do prazer
tá tudo errado pra nois dois   olha o que a vida nos propos
o amor se intrometeu e o pior é que valeu 
sei que é proibido te querer   o que posso fazer  
se eu me apaixonei na hora errada por você  
outros lábios tocam os meus   outro prova os beijos seus  
o amor se intrometeu 
como é que eu faço pra deitar com ela e não querer você  
se eu te imagino aqui   na hora do prazer 
tá tudo errado pra nois dois   olha o que a vida nos propos  
o amor se intrometeu e o pior é que valeu ","pagode"
"74686","pega pega","grupo disfarce","pagode","seu nome e telefone  da minha agenda eu apaguei
tô na pista e na minha lista agora não tem mais
ninguém
eu não sei se você tem alguém
mas agora é minha vez
ninguém ama tanto tempo e fica sem ligar um mês
se me trata deste jeito e se fez amor com alguém
não merece meu respeito e você sabe que eu te dei
já nem sei se me fez tão bem
se pegar no celular uma mensagem que eu mandei
armazenar ou apagar  vou esperar me responder
ligue a cobrar vou aceitar
não vou brigar vou atender
vai no orelhão é só discar
não finge que já me esqueceu
sabe de cor meu celular
não finge que você perdeu
você perdeu   
não sou mais criança pra brincar de pega pega pique
esconde
diz aonde você tá
não me importa se você mora aqui perto ou bem longe
eu atendo é só ligar   
eu já mandei mensagem pra lembrar
que na data de hoje
faço um ano sem ficar
é só ligar a cobrar liga pro meu celular
é só mandar algum sinal dizendo
que isso vai mudar
é só ligar a cobrar liga pro meu celular
é só mandar algum sinal dizendo
que isso vai mudar
tem que mudar  ","pagode"
"74687","não vem não","grupo disfarce","pagode","já falei pra você que você vai me perder
mas é que nunca presta atenção
vou dizer pra valer o que pode acontecer
alguém roubar o meu coração
você vai se arrepender de me largar sozinha aqui em casa a noite inteira
pra quê me aborrecer saindo na sexta  voltando segunda feira 
já provei pra você que eu sou um bom rapaz
se lembra quando eu volto o amor que a gente faz 
e você sabe bem que esse é meu trabalho
pois quando chega o fim do mês eu nunca falho
e você  pra me conhecer  foi no show e quando me viu ficou toda assanhada
então  sabe muito bem  que a gente só está junto porque sou da madrugada 
não vem  não com esse papo que você está trabalhando
eu só preciso de atenção e com certeza isso você não ta dando 
calma  coração  você precisa confiar em mim
pra nossa relação não ter um fim
porque você me conheceu assim ","pagode"
"74688","não quero mais chorar","grupo disfarce","pagode","onde foi parar
todo aquele amor  
porquê partiu assim  
tô sentindo tanta dor
tudo ao meu redor
me faz lembrar você
não sei o que é pior
te ver com ele ou não te ter
todo dia eu tento te esquecer mas eu não consigo
tô pedindo força a deus para viver
vejo em seu olhar
parece estar feliz
eu tento entender
o mal que eu te fiz
não quero mais chorar
só me enganou
fiz tudo por você
e não me deu valor
não quero mais chorar
mas quero  outro amor
quero
vejo em seu olhar
parece estar feliz
eu tento entender
o mal que eu te fiz
não quero mais chorar
só me enganou
fiz tudo por você
e não me deu valor
não quero mais chorar
eu quero um novo amor  sincero
e sei vou encontrar  espero  eu espero","pagode"
